McCain	170	176	Texas	122	127	NYT__ENG__20080130.0274.LDC2009T13	/people/person/nationality	10	Although two other Republicans remain in the race -- Mike Huckabee, the former governor of Arkansas, and Rep. Ron Paul of Texas -- it is now primarily a showdown between McCain, whose victory in Florida on Tuesday established him as his party's front-runner, and Romney, who is trying to establish himself as a more reliable conservative than McCain.	n
Romney	263	269	Ron Paul	110	118	NYT__ENG__20080130.0274.LDC2009T13	/people/person/parents	10	Although two other Republicans remain in the race -- Mike Huckabee, the former governor of Arkansas, and Rep. Ron Paul of Texas -- it is now primarily a showdown between McCain, whose victory in Florida on Tuesday established him as his party's front-runner, and Romney, who is trying to establish himself as a more reliable conservative than McCain.	n
Jack B. Weinstein	93	110	Brooklyn	137	145	NYT__ENG__20080130.0182.LDC2009T13	/people/person/place_of_birth	41	The documents were under federal court seal when The Times published the articles, and Judge Jack B. Weinstein of U.S. District Court in Brooklyn rebuked The Times for publishing them.	n
Lilly	75	80	Philadelphia	128	140	NYT__ENG__20080130.0182.LDC2009T13	/people/person/place_of_birth	45	A few days ago, facing the possibility of both civil and criminal charges, Lilly opened new discussions with the prosecutors in Philadelphia.	n
Taylor Nelson Sofres	205	225	Jim Nail	76	84	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	4	So many advertisers are promising to show their soft, friendly side, said Jim Nail, chief strategy and marketing officer at Cymfony, a research company that is part of the TNS Media Intelligence unit of Taylor Nelson Sofres.	n
Omnicom Group	172	185	Lubars	62	68	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	12	We have several commercials that are all fun and nice, said Lubars, chairman and chief creative officer at BBDO North America, part of the BBDO Worldwide division of the Omnicom Group.	n
Omnicom Group	172	185	BBDO North America	109	127	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	12	We have several commercials that are all fun and nice, said Lubars, chairman and chief creative officer at BBDO North America, part of the BBDO Worldwide division of the Omnicom Group.	n
Pepsi-Cola	298	308	Diet Pepsi Max	95	109	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	13	"The commercials include, in addition to FedEx, spots for PepsiCo beverages like Amp Energy and Diet Pepsi Max as well as a commercial featuring the singer Justin Timberlake ""having a lot of fun with himself and his reputation,"" Lubars said, on behalf of Pepsi Stuff, a music promotion sponsored by Pepsi-Cola and Amazon.com."	n
Taco Bell	66	75	David Ovens	26	37	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	18	"That theory was echoed by David Ovens, chief marketing officer at Taco Bell, a division of Yum Brands that plans to run a commercial in which consumers offer a humorous ""íHola!"""	n
Bridgestone Firestone North America	189	224	Richard Simmons	261	276	NYT__ENG__20080130.0177.LDC2009T13	/organization/organization/founders	33	Among the other advertisers putting on a happy face for Super Bowl XLII are Anheuser-Busch, with a commercial for Budweiser beer about a Dalmatian helping a Clydesdale achieve a dream, and Bridgestone Firestone North America, with spots featuring Alice Cooper, Richard Simmons, a deer and a squirrel.	n
Tito	18	22	Russian	38	45	NYT__ENG__20010320.0381.LDC2007T07	/people/person/nationality	5	The stand against Tito's trip came as Russian astronauts scheduled for the Soyuz mission returned to the Johnson Space Center in Houston Tuesday for training after a one-day boycott.	n
Dennis Tito	2	13	U.S.	47	51	NYT__ENG__20010320.0381.LDC2007T07	/people/person/nationality	8	``Dennis Tito, whether or not he undergoes the U.S. stage of the training for the flight to the ISS, remains in the crew of the Soyuz space ship, which will leave for the space station on April 30,'' the spokesman said, according to Reuters news agency.	n
Hawes	62	67	Russian	124	131	NYT__ENG__20010320.0381.LDC2007T07	/people/person/nationality	22	If Tito is sent to the station over the partners' objections, Hawes indicated that the station's three current residents, a Russian and two Americans, would not be asked to bar him access.	n
Leo Jeffcott	97	109	South Korea	257	268	NYT__ENG__20080802.0094.LDC2009T13	/people/person/nationality	9	The horses are much more able to manage conditions of hot and dry than hot and humid, said Dr. Leo Jeffcott, the senior international veterinarian for the Hong Kong events and a veterinary adviser to every summer games since the Seoul Olympics in 1988 in South Korea.	n
Gina Miles	0	10	U.S.	28	32	NYT__ENG__20080802.0094.LDC2009T13	/people/person/nationality	54	Gina Miles, a member of the U.S. team, said she had been delighted that torrents of cooling rain fell during a practice event here last summer.	y
St. Paul	19	27	Kansas	81	87	NYT__ENG__20080802.0123.LDC2009T13	/people/person/nationality	27	So did places like St. Paul in Minnesota, Green Bay in Wisconsin, Kansas City in Kansas and Grand Rapids in Michigan.	n
Ravitch	0	7	Michael R. Bloomberg	65	85	NYT__ENG__20080802.0103.LDC2009T13	/people/person/children	4	Ravitch has said the commission is considering elements of Mayor Michael R. Bloomberg's traffic revenue plan.	n
Michael R. Bloomberg	65	85	Ravitch	0	7	NYT__ENG__20080802.0103.LDC2009T13	/people/person/parents	4	Ravitch has said the commission is considering elements of Mayor Michael R. Bloomberg's traffic revenue plan.	n
Peter Luger	5	16	Williamsburg	43	55	NYT__ENG__20080802.0025.LDC2009T13	/people/person/place_of_birth	11	Take Peter Luger, the famous steakhouse in Williamsburg, Brooklyn, where dinner for two can easily top $300, but credit cards are useless.	n
Sol Steinberg	0	13	Soros	19	24	NYT__ENG__20080802.0025.LDC2009T13	/people/person/place_of_birth	28	"Sol Steinberg, the Soros family."""	n
University of South Florida	64	91	Kathleen Armstrong	4	22	NYT__ENG__20080802.0036.LDC2009T13	/organization/organization/founders	96	Dr. Kathleen Armstrong, director of pediatric psychology at the University of South Florida medical school, was the first psychologist to examine Danielle.	n
Danielle	5	13	Florida	149	156	NYT__ENG__20080802.0036.LDC2009T13	/people/person/place_of_birth	456	When Danielle was 18 months old, Michelle's mobile home burned down, so she loaded her two sons and baby daughter onto a Greyhound bus and headed to Florida, to bunk with a cousin.	n
Cara Pacione	80	92	Poland	34	40	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	32	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Cara Pacione	80	92	Honduras	42	50	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	32	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Cara Pacione	80	92	Guatemala	52	61	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	32	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Cara Pacione	80	92	Mexico	66	72	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	32	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Guatemala	60	69	Gaspar	114	120	NYT__ENG__20080802.0065.LDC2009T13	/organization/organization/founders	70	Jimenez, whose common-law wife and two children remained in Guatemala, had been living for just under a year with Gaspar's family in Indiantown.	n
Jimenez	0	7	Jamaica	28	35	NYT__ENG__20080802.0065.LDC2009T13	/people/person/place_of_birth	92	Jimenez had a roommate from Jamaica, a diabetic who lost both legs.	n
Diana Gregory	0	13	Jimenez	53	60	NYT__ENG__20080802.0065.LDC2009T13	/people/person/parents	158	"Diana Gregory, the nurse, traveled to Guatemala with Jimenez, bringing a wheelchair, a week's worth of medications, ""lunch/snacks/juices/treats,"" and an emergency passport signed with a fingerprint, according to discharge records."	n
Diana Paola Miguel	115	133	Tucson	189	195	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	173	During a visit by The New York Times to the National Hospital in June, the most recent arrival was an 18-year-old, Diana Paola Miguel, transported there by the University Medical Center in Tucson nine days after a van accident crushed her pelvis, which the Arizona hospital repaired.	n
Fabiana Domingo Laureano	86	110	Antigua	137	144	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	179	Shortly after Jimenez arrived, the Guatemalan hospital contacted his common-law wife, Fabiana Domingo Laureano, who lived in the city of Antigua with their two young sons, and asked her to come get him.	n
Gaspar	224	230	California	119	129	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	189	After pledging to pay a coyote, or smuggler, about $2,000 each to ferry them into the United States, they crossed into California under cover of darkness and made their way to Encinitas, where Jimenez's older brother lived, Gaspar said.	n
John DeLeon	0	11	Mexico	52	58	NYT__ENG__20080802.0065.LDC2009T13	/people/person/place_of_birth	207	John DeLeon, a lawyer who advises the consulates of Mexico, Honduras and Guatemala in Miami, said he now referred to it when he received calls from hospitals looking to discharge seriously injured or ill immigrants.	n
John DeLeon	0	11	Honduras	60	68	NYT__ENG__20080802.0065.LDC2009T13	/people/person/nationality	207	John DeLeon, a lawyer who advises the consulates of Mexico, Honduras and Guatemala in Miami, said he now referred to it when he received calls from hospitals looking to discharge seriously injured or ill immigrants.	n
Bill France Jr.	30	45	NASCAR	14	20	NYT__ENG__20080802.0021.LDC2009T13	/people/person/place_of_birth	1	"One of former NASCAR chairman Bill France Jr.'s standing orders to his employees and drivers was ""don't mess up the show."""	n
NASCAR	0	6	Goodyear	46	54	NYT__ENG__20080802.0021.LDC2009T13	/organization/organization/founders	2	NASCAR, in conjunction with tire manufacturer Goodyear, messed up the Allstate 400 at Indianapolis Motor Speedway but good on Sunday.	n
Goodyear	46	54	NASCAR	0	6	NYT__ENG__20080802.0021.LDC2009T13	/organization/organization/founders	2	NASCAR, in conjunction with tire manufacturer Goodyear, messed up the Allstate 400 at Indianapolis Motor Speedway but good on Sunday.	n
Goodyear	92	100	Goodyear	19	27	NYT__ENG__20080802.0021.LDC2009T13	/organization/organization/founders	26	Not happening with Goodyear's exclusive deal, but competition would theoretically encourage Goodyear to improve.	n
Luther Davis	0	12	Olivia de Havilland	194	213	NYT__ENG__20080802.0003.LDC2009T13	/people/person/parents	2	"Luther Davis, a playwright who won a Tony Award in 1954 for the book of the musical ""Kismet"" and a screenwriter whose films included ""The Hucksters,"" with Clark Gable, and ""Lady in a Cage"" with Olivia de Havilland, died Tuesday in the Bronx."	n
Luther Davis	0	12	Bronx	235	240	NYT__ENG__20080802.0003.LDC2009T13	/people/deceased_person/place_of_death	2	"Luther Davis, a playwright who won a Tony Award in 1954 for the book of the musical ""Kismet"" and a screenwriter whose films included ""The Hucksters,"" with Clark Gable, and ""Lady in a Cage"" with Olivia de Havilland, died Tuesday in the Bronx."	y
Olivia de Havilland	194	213	Luther Davis	0	12	NYT__ENG__20080802.0003.LDC2009T13	/people/person/children	2	"Luther Davis, a playwright who won a Tony Award in 1954 for the book of the musical ""Kismet"" and a screenwriter whose films included ""The Hucksters,"" with Clark Gable, and ""Lady in a Cage"" with Olivia de Havilland, died Tuesday in the Bronx."	n
Olivia de Havilland	194	213	Bronx	235	240	NYT__ENG__20080802.0003.LDC2009T13	/people/person/nationality	2	"Luther Davis, a playwright who won a Tony Award in 1954 for the book of the musical ""Kismet"" and a screenwriter whose films included ""The Hucksters,"" with Clark Gable, and ""Lady in a Cage"" with Olivia de Havilland, died Tuesday in the Bronx."	n
Luther Berryhill Davis	0	22	Brooklyn	35	43	NYT__ENG__20080802.0003.LDC2009T13	/people/person/place_of_birth	15	Luther Berryhill Davis was born in Brooklyn on Aug. 29, 1916.	y
Rory Bolander	122	135	Calif.	184	190	NYT__ENG__20080802.0003.LDC2009T13	/people/person/nationality	22	In addition to his wife, who was his companion for 30 years and whom he married in 2005, he is survived by two daughters, Rory Bolander of Los Angeles and Noel Davis of Orange County, Calif.	n
Liz Claiborne	233	246	New York	195	203	NYT__ENG__20080802.0100.LDC2009T13	/people/person/nationality	19	Not all the guys have all their marbles, but what they have left of their marbles they bring to the table, said Gluckson, who was president of Sunrise Knitwear, a wholesale clothing company in New York, and a former consultant for Liz Claiborne.	n
Bankers Trust	77	90	Eugene Brinker	28	42	NYT__ENG__20080802.0100.LDC2009T13	/organization/organization/founders	48	Egg whites dominate, said Eugene Brinker, 90, a former vice president with Bankers Trust who, like several others, ordered an egg-white omelet.	n
Bart Stupak	64	75	America	16	23	NYT__ENG__20080802.0092.LDC2009T13	/people/person/nationality	7	We are putting America at more risk, not less risk, said Rep. Bart Stupak, D-Mich., chairman of a House panel that has investigated recent safety lapses at biolabs.	n
VaxGen	108	114	Ivins	53	58	NYT__ENG__20080802.0092.LDC2009T13	/organization/organization/founders	50	The deal for the $877 million contract that included Ivins' vaccine collapsed in 2006 after the contractor, VaxGen of Brisbane, Calif., failed to meet deadlines.	n
H. Tracy Hall	0	13	Provo	162	167	NYT__ENG__20080802.0002.LDC2009T13	/people/deceased_person/place_of_death	1	H. Tracy Hall, an inventor who in 1954 was a key part of a pioneering scientific team at General Electric that made the first synthetic diamonds, died July 25 in Provo, Utah.	y
General Electric	89	105	H. Tracy Hall	0	13	NYT__ENG__20080802.0002.LDC2009T13	/organization/organization/founders	1	H. Tracy Hall, an inventor who in 1954 was a key part of a pioneering scientific team at General Electric that made the first synthetic diamonds, died July 25 in Provo, Utah.	n
Hall	55	59	Schenectady	36	47	NYT__ENG__20080802.0002.LDC2009T13	/people/person/nationality	4	At the Research Laboratory of GE in Schenectady, N.Y., Hall and his team used a powerful hydraulic press to subject carbon to extreme pressures and create a sample of tiny octahedral diamonds.	n
Hall	0	4	GE	10	12	NYT__ENG__20080802.0002.LDC2009T13	/people/person/place_of_birth	14	Hall left GE and moved to Brigham Young University, where he taught chemistry.	n
Hall	0	4	Brigham Young University	26	50	NYT__ENG__20080802.0002.LDC2009T13	/people/person/religion	14	Hall left GE and moved to Brigham Young University, where he taught chemistry.	n
Howard Tracy Hall	0	17	Ogden	48	53	NYT__ENG__20080802.0002.LDC2009T13	/people/person/place_of_birth	19	Howard Tracy Hall was born on Oct. 20, 1919, in Ogden, Utah.	y
Schnittker	49	59	Deweycheatumnhowe	79	96	NYT__ENG__20080802.0108.LDC2009T13	/people/person/nationality	37	No trotter has broken the 1:50 mark, a goal that Schnittker believes is within Deweycheatumnhowe's reach.	n
Stuart W. Little	0	16	Canaan	145	151	NYT__ENG__20080802.0121.LDC2009T13	/people/deceased_person/place_of_death	1	Stuart W. Little, whose many newspaper articles and books chronicled developments in the theater from the 1950s to the '70s, died last Sunday in Canaan, Conn.	y
Papp	125	129	McCann & Geoghegan	85	107	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	9	"For his 1974 book, ""Enter Joseph Papp: In Search of a New American Theater"" (Coward, McCann &amp; Geoghegan), he accompanied Papp, the impresario and leader of the New York Shakespeare Festival, for a whirlwind year of furious fundraising and producing."	n
Stuart West Little	0	18	Hartford	31	39	NYT__ENG__20080802.0121.LDC2009T13	/people/person/place_of_birth	11	Stuart West Little was born in Hartford, Conn., on Dec. 12, 1921.	y
Stuart West Little	0	18	Conn.	41	46	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	11	Stuart West Little was born in Hartford, Conn., on Dec. 12, 1921.	n
Office of Strategic Services	53	81	Central Intelligence Agency	118	145	NYT__ENG__20080802.0121.LDC2009T13	/organization/organization/founders	13	Little graduated from Yale in 1944 and served in the Office of Strategic Services, the World War II progenitor of the Central Intelligence Agency, for which his duties included writing psychological profiles of high-ranking Nazis.	n
Central Intelligence Agency	118	145	Office of Strategic Services	53	81	NYT__ENG__20080802.0121.LDC2009T13	/organization/organization/founders	13	Little graduated from Yale in 1944 and served in the Office of Strategic Services, the World War II progenitor of the Central Intelligence Agency, for which his duties included writing psychological profiles of high-ranking Nazis.	n
Levetzau	127	135	East Haddam	168	179	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	18	In addition to his son, who lives in Norfolk, Conn., Little is survived by his wife of 62 years, Anastazia Lillie Marie Raben- Levetzau; a brother, Edward H. Little of East Haddam, Conn.; a sister, Virginia L. Miller of Bloomfield, Conn.; two daughters, Caroline Larken of Pewsey Wiltshire, England, and Suzanne Little of New York City; three grandchildren; and four great- grandchildren.	n
Virginia L. Miller	198	216	Conn.	181	186	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	18	In addition to his son, who lives in Norfolk, Conn., Little is survived by his wife of 62 years, Anastazia Lillie Marie Raben- Levetzau; a brother, Edward H. Little of East Haddam, Conn.; a sister, Virginia L. Miller of Bloomfield, Conn.; two daughters, Caroline Larken of Pewsey Wiltshire, England, and Suzanne Little of New York City; three grandchildren; and four great- grandchildren.	n
Virginia L. Miller	198	216	Bloomfield	220	230	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	18	In addition to his son, who lives in Norfolk, Conn., Little is survived by his wife of 62 years, Anastazia Lillie Marie Raben- Levetzau; a brother, Edward H. Little of East Haddam, Conn.; a sister, Virginia L. Miller of Bloomfield, Conn.; two daughters, Caroline Larken of Pewsey Wiltshire, England, and Suzanne Little of New York City; three grandchildren; and four great- grandchildren.	n
Caroline Larken	254	269	Bloomfield	220	230	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	18	In addition to his son, who lives in Norfolk, Conn., Little is survived by his wife of 62 years, Anastazia Lillie Marie Raben- Levetzau; a brother, Edward H. Little of East Haddam, Conn.; a sister, Virginia L. Miller of Bloomfield, Conn.; two daughters, Caroline Larken of Pewsey Wiltshire, England, and Suzanne Little of New York City; three grandchildren; and four great- grandchildren.	n
Caroline Larken	254	269	Pewsey Wiltshire	273	289	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	18	In addition to his son, who lives in Norfolk, Conn., Little is survived by his wife of 62 years, Anastazia Lillie Marie Raben- Levetzau; a brother, Edward H. Little of East Haddam, Conn.; a sister, Virginia L. Miller of Bloomfield, Conn.; two daughters, Caroline Larken of Pewsey Wiltshire, England, and Suzanne Little of New York City; three grandchildren; and four great- grandchildren.	n
Suzanne Little	304	318	New York City	322	335	NYT__ENG__20080802.0121.LDC2009T13	/people/person/nationality	18	In addition to his son, who lives in Norfolk, Conn., Little is survived by his wife of 62 years, Anastazia Lillie Marie Raben- Levetzau; a brother, Edward H. Little of East Haddam, Conn.; a sister, Virginia L. Miller of Bloomfield, Conn.; two daughters, Caroline Larken of Pewsey Wiltshire, England, and Suzanne Little of New York City; three grandchildren; and four great- grandchildren.	n
Liz Claiborne	233	246	New York	195	203	NYT__ENG__20080802.0101.LDC2009T13	/people/person/nationality	19	Not all the guys have all their marbles, but what they have left of their marbles they bring to the table, said Gluckson, who was president of Sunrise Knitwear, a wholesale clothing company in New York, and a former consultant for Liz Claiborne.	n
Charles Bronson	63	78	Florida	119	126	NYT__ENG__20080802.0127.LDC2009T13	/people/person/nationality	15	Meanwhile, our agriculture commissioner, the wonderfully named Charles Bronson, went to Washington to seek justice for Florida tomatoes, which have taken the rap for bad Mexican serrano peppers.	n
Barack Obama	44	56	PANAMA	0	6	NYT__ENG__20080802.0006.LDC2009T13	/people/person/nationality	1	PANAMA CITY  Sen. John McCain attacked Sen. Barack Obama in Orlando as a hostage to teachers unions and defended a TV ad mocking his rival as a superficial celebrity before cozying up to a star of his own Friday evening.	n
McCain	45	51	Florida	1	8	NYT__ENG__20080802.0006.LDC2009T13	/people/person/nationality	17	Florida will be a swing state, my friends, McCain told hundreds at the concert.	n
Nickelsberg	0	11	Raymondville	61	73	NYT__ENG__20080802.0058.LDC2009T13	/people/person/nationality	15	Nickelsberg said he and Cave helped evacuate Hector Leija of Raymondville, Texas, and Nickelsberg followed the stretcher downstairs to an armored vehicle, taking pictures the whole time.	n
Hector Leija	45	57	Raymondville	61	73	NYT__ENG__20080802.0058.LDC2009T13	/people/person/place_of_birth	15	Nickelsberg said he and Cave helped evacuate Hector Leija of Raymondville, Texas, and Nickelsberg followed the stretcher downstairs to an armored vehicle, taking pictures the whole time.	n
Hector Leija	45	57	Texas	75	80	NYT__ENG__20080802.0058.LDC2009T13	/people/person/nationality	15	Nickelsberg said he and Cave helped evacuate Hector Leija of Raymondville, Texas, and Nickelsberg followed the stretcher downstairs to an armored vehicle, taking pictures the whole time.	n
Jim Looram	0	10	Vietnam	46	53	NYT__ENG__20080802.0058.LDC2009T13	/people/person/nationality	36	Jim Looram, a retired West Point graduate and Vietnam veteran, feels strongly that images of dead soldiers should never be published during a war.	n
McCain	31	37	South Carolina	63	77	NYT__ENG__20080802.0077.LDC2009T13	/people/person/place_of_birth	41	"This was a decidedly different McCain from the one who said in South Carolina last year that it was important for leaders to communicate with bloggers, ""as painful as that might be."""	n
Ed Kutler	99	108	Newt Gingrich	187	200	NYT__ENG__20080802.0077.LDC2009T13	/people/person/parents	55	If John McCain needs to rely on a young staffer to set up his Facebook page, then so be it, said Ed Kutler, a Republican lobbyist and former aide to the cybersavvy former House Speaker Newt Gingrich.	n
Newt Gingrich	187	200	Ed Kutler	99	108	NYT__ENG__20080802.0077.LDC2009T13	/people/person/children	55	If John McCain needs to rely on a young staffer to set up his Facebook page, then so be it, said Ed Kutler, a Republican lobbyist and former aide to the cybersavvy former House Speaker Newt Gingrich.	n
Petrona Gervacio Gaspar	61	84	Indian	108	114	NYT__ENG__20080802.0068.LDC2009T13	/people/person/nationality	13	Every time, he loses a little more of himself, his mother, Petrona Gervacio Gaspar, said in Kanjobal, the Indian dialect that she speaks with an otherworldly squeak.	n
Cara Pacione	80	92	Poland	34	40	NYT__ENG__20080802.0068.LDC2009T13	/people/person/nationality	28	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Cara Pacione	80	92	Honduras	42	50	NYT__ENG__20080802.0068.LDC2009T13	/people/person/nationality	28	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Cara Pacione	80	92	Guatemala	52	61	NYT__ENG__20080802.0068.LDC2009T13	/people/person/nationality	28	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Cara Pacione	80	92	Mexico	66	72	NYT__ENG__20080802.0068.LDC2009T13	/people/person/nationality	28	We've done flights to Lithuania, Poland, Honduras, Guatemala and Mexico, said Cara Pacione, director of social work at Mount Sinai Hospital in Chicago.	n
Diana Gregory	0	13	Jimenez	53	60	NYT__ENG__20080802.0068.LDC2009T13	/people/person/parents	93	"Diana Gregory, the nurse, traveled to Guatemala with Jimenez, bringing a wheelchair, a week's worth of medications, ""lunch/snacks/juices/treats,"" and an emergency passport signed with a fingerprint, according to discharge records."	n
Slade Gorton	60	72	Richard Bryan	9	22	NYT__ENG__20080802.0029.LDC2009T13	/people/person/children	48	In 1990, Richard Bryan, a liberal Democrat from Nevada, and Slade Gorton, a conservative Republican from Washington, offered a program to lift fuel standards to 40 mpg by the end of the decade, which did not seem like an improbable goal.	n
David A. Paterson	126	143	New York	87	95	NYT__ENG__20080802.0030.LDC2009T13	/people/person/nationality	1	As he prepared to deliver a live address from the State Capitol on Tuesday night about New York's deteriorating economy, Gov. David A. Paterson planned to sit behind the grand paneled desk used by previous governors, perhaps most notably Franklin D. Roosevelt.	n
Jerrold Nadler	106	120	West Side	152	161	NYT__ENG__20080802.0030.LDC2009T13	/people/person/ethnicity	14	"But he's new, and therefore a lot of people are still forming their opinions of him,"" said Representative Jerrold Nadler, a Democrat who represents the West Side and was a state assemblyman for 16 years."	n
Ben S. Bernanke	30	45	Washington	179	189	NYT__ENG__20080802.0030.LDC2009T13	/people/person/nationality	18	And he arranged meetings with Ben S. Bernanke, the Federal Reserve chairman; Henry M. Paulson Jr., the Treasury secretary; and members of Congress during a highly visible trip to Washington after his televised speech.	n
Congress	138	146	Henry M. Paulson Jr.	77	97	NYT__ENG__20080802.0030.LDC2009T13	/organization/organization/founders	18	And he arranged meetings with Ben S. Bernanke, the Federal Reserve chairman; Henry M. Paulson Jr., the Treasury secretary; and members of Congress during a highly visible trip to Washington after his televised speech.	n
Paterson	117	125	New York	61	69	NYT__ENG__20080802.0030.LDC2009T13	/people/person/nationality	19	As he was riding in a Chevrolet Suburban on his way to brief New York's congressional delegation on Wednesday night, Paterson made clear that he was thinking about his, as well as the state's, future.	n
Senate	23	29	Dean G. Skelos	47	61	NYT__ENG__20080802.0030.LDC2009T13	/organization/organization/founders	48	"Then, referring to the Senate majority leader, Dean G. Skelos, who is a Republican, and the Assembly speaker, Sheldon Silver, who is a Democrat, he added: ""This is a moment."	n
Manhattan	131	140	James P. Kennelly	164	181	NYT__ENG__20080802.0032.LDC2009T13	/organization/organization/founders	5	On July 25, the developer's lender, Arbor Realty Funding LLC, began a foreclosure action in the trial-level state Supreme Court in Manhattan against the developer, James P. Kennelly, for failure to repay $70.4 million in overdue project loans.	n
Raymond N. Hannigan	79	98	Herrick	102	109	NYT__ENG__20080802.0032.LDC2009T13	/people/person/place_of_birth	15	We are exercising our right to foreclose the mortgages on the property, said Raymond N. Hannigan of Herrick, Feinstein, a lawyer for Arbor Realty.	n
Timothy Jones	62	75	Tennessee	30	39	NYT__ENG__20080802.0010.LDC2009T13	/people/person/nationality	22	A typical American meal, said Tennessee's top epidemiologist, Timothy Jones, includes foods from six countries.	n
Acheson	29	36	Centers for Disease Control	130	157	NYT__ENG__20080802.0010.LDC2009T13	/people/person/nationality	48	Asked to exonerate tomatoes, Acheson said with some pique that the FDA has all but done so, but cannot overturn findings from the Centers for Disease Control, whose surveys of consumers pointed to tomatoes.	n
Jesse Jackson	314	327	South Carolina	283	297	NYT__ENG__20080802.0001.LDC2009T13	/people/person/nationality	5	"A New York Times News Service article about the injection of racial politics into the general election campaign, after accusations by John McCain's presidential campaign that Barack Obama was playing ""the race card,"" misstated in some editions the type of nominating contest held by South Carolina that was won by Jesse Jackson in 1988."	n
Billy	15	20	O'Connor	0	8	NYT__ENG__20080802.0117.LDC2009T13	/people/person/children	6	O'Connor found Billy and the others in the crowd of spectators, and waved.	n
St. Brendan	74	85	Brooklyn	116	124	NYT__ENG__20080802.0117.LDC2009T13	/people/person/nationality	13	Saturday was the 30th anniversary of the fire, and the crowd that went to St. Brendan's Catholic Church in Midwood, Brooklyn, was one of the largest yet, several people said.	n
Grace	100	105	Steve Berger	116	128	NYT__ENG__20080802.0028.LDC2009T13	/people/person/parents	15	A family friend who did not want to be identified but was asked to speak to a reporter on behalf of Grace's father, Steve Berger, 52, a musician, said Grace had a dislocated hip and possible fractures.	y
Dmitry Medvedev	25	40	Russia	0	6	NYT__ENG__20080802.0087.LDC2009T13	/people/person/nationality	18	Russia 's new president, Dmitry Medvedev, has declared the fight against poverty and corruption a priority.	y
Putin	29	34	Russia	45	51	NYT__ENG__20080802.0087.LDC2009T13	/people/person/nationality	20	While we idled at the dacha, Putin befuddled Russia 's business class by berating a Russian coal and metals company, Mechel, for allegedly charging domestic firms a higher price than foreign clients.	n
Romero	0	6	Shark	91	96	NYT__ENG__20080802.0119.LDC2009T13	/people/person/parents	11	"Romero -- nicknamed ""The Cat"" -- is leading the U.S. (over 50) Open this year; so much for Shark and Walrus and that black bear that's been wandering The Broadmoor East Course and reportedly was quoted as saying, ""Give me a club, and I'll be in the hunt with Eddie and Freddie (Romero and Funk)."""	n
Roberto De Vicenzo	52	70	Cabrera	115	122	NYT__ENG__20080802.0119.LDC2009T13	/people/person/children	12	Is there a tournament somewhere for the 85-year-old Roberto De Vicenzo, the Father of Argentine Golf and mentor to Cabrera and Romero.	n
Roberto De Vicenzo	52	70	Romero	127	133	NYT__ENG__20080802.0119.LDC2009T13	/people/person/parents	12	Is there a tournament somewhere for the 85-year-old Roberto De Vicenzo, the Father of Argentine Golf and mentor to Cabrera and Romero.	n
Romero	127	133	Roberto De Vicenzo	52	70	NYT__ENG__20080802.0119.LDC2009T13	/people/person/parents	12	Is there a tournament somewhere for the 85-year-old Roberto De Vicenzo, the Father of Argentine Golf and mentor to Cabrera and Romero.	n
